gene_id,gene_name,pyruvate,glucose,glucose + glutamate,amino acids,glucose + amino acids
BSU34390,pnbA,728.00619999,745.32232982,557.55181816,381.82709282,408.15223547
BSU31760,pncA,458.85775574,,,,493.28041903
BSU31750,pncB,492.40585902,526.43612733,645.77003301,1728.82489854,4446.36466062
BSU16690,pnpA,4715.90264982,3793.23117066,3974.60723701,8646.94764236,15601.4015426
BSU22320,ponA,550.39260352,544.82684959,456.32876213,912.15257954,2545.15673649
BSU40550,ppaC,3989.87166008,4150.39621059,4959.41871493,10162.9791122,18684.4066626
BSU23360,ppiB,951.85565922,4511.91199048,9148.88576975,6731.88098002,15661.2801268
BSU37010,prfA,1071.47601377,540.66337086,418.25090867,1958.31767088,3684.12796905
BSU35290,prfB,1017.84690003,661.88765436,645.32091084,1710.21475637,4250.1354754
BSU13130,proA,828.00076489,650.85636193,575.62992039,508.42207235,839.07417572
BSU16570,proS,916.8493728,784.42486826,941.88758999,2694.45507688,5938.62749708
BSU00510,prs,2740.00133989,1704.8968455,2871.84704424,7417.29888448,13745.7230605
BSU09950,prsA,2741.28257128,1845.21800927,2682.15685161,5529.57911667,13435.02163
BSU06180,pspA,3321.48477781,2783.52569834,1276.03294583,1010.66222173,3352.1925568
BSU37660,pta,1373.96538745,2825.21371401,5541.78279394,7432.44643061,47574.2615715
BSU13910,ptsI,2122.95171551,3156.81642052,4747.02641407,4976.19119098,43094.6553302
BSU23490,pupG,1427.26235485,867.34099691,671.79243421,1624.07616551,3749.84304672
BSU40420,purA,2155.5163852,1964.8420029,4151.75322221,9671.6423596,32107.91407
BSU06440,purB,2249.66577121,3585.33053819,4718.46466713,9688.51583026,35374.761498
BSU06450,purC,520.6530391,1218.49094479,2192.37847544,4128.54396829,15829.3132698
BSU06530,purD,1535.30192951,2639.29540737,4026.44530944,8416.61036813,26178.1946072
BSU06420,purE,2309.30128302,2309.47396103,1900.55159706,3176.81043641,7854.58479506
BSU06490,purF,966.38796557,1094.12979059,2759.09058459,4773.68169184,14664.0991177
BSU06520,purH,4893.14022011,7141.2331241,7867.43917723,19130.4189001,56234.9305328
BSU06430,purK,181.95809957,504.0934083,808.77813694,1355.37699308,4478.97242242
BSU06480,purL,3409.25807446,3494.79387638,4554.05949981,10653.8516989,31684.4261824
BSU06500,purM,2070.38183386,589.48035278,731.31760235,1199.43854086,2211.43372806
BSU06470,purQ,940.9789118,1940.75979395,2739.51524992,4254.91352353,16124.5876714
BSU06460,purS,1961.29168506,3192.3337275,7001.56427744,6988.62086724,21804.4633554
BSU02230,purT,635.17473448,180.53902209,297.07241226,2250.44627783,1693.05678264
BSU14860,pycA,5264.78405618,2222.06426219,1877.57671308,6830.54742969,5177.55591798
BSU29180,pyk,5874.46681757,2985.8039758,4735.20456089,11657.0550713,24980.4368952
BSU15510,pyrAA,1420.78427157,933.20300176,1640.39266069,5767.56944417,14123.0277439
BSU15520,pyrAB,1019.14471229,784.33605476,1676.20768891,6965.75346526,16539.5605569
BSU15500,pyrC,1974.29103505,1551.4300427,1717.77106557,5327.89825608,13746.9579309
BSU15540,pyrD,752.04229654,458.00756622,521.71296136,1685.23061632,4072.82452639
BSU15560,pyrE,713.20007771,434.97794899,536.94029211,1696.61632825,10397.1159931
BSU15550,pyrF,1335.74596295,1603.64380163,1418.9575469,2082.1411887,5330.14239853
BSU37150,pyrG,1333.52474166,339.46089612,839.36038757,4242.50462067,9818.1908628
BSU16510,pyrH,591.17979414,264.11657834,638.01207943,2015.28707295,6109.05823164
BSU15470,pyrR,1831.95764191,688.79754012,688.84702733,2256.89855187,3289.80299839
BSU22560,qcrA,1898.696758,203.83147642,144.36309588,1343.09124721,
BSU22550,qcrB,139.24956014,68.34021055,,576.5712793,
BSU39980,qdoI,679.61979817,440.57639103,,,
BSU38170,qoxA,1136.71327558,394.14171048,662.59867266,4774.14912965,7130.77813908
BSU36690,rapB,703.58530106,788.62421975,418.6689049,480.31742461,940.12738772
BSU40300,rapG,429.4467399,288.73759683,252.59413388,,221.88827318
BSU18910,rapK,426.03817022,318.04101902,364.52521542,,
BSU35960,rbsB,396.18307517,,1212.76331214,5879.44358342,
BSU35930,rbsD,588.59841148,,,1299.76793944,
BSU35920,rbsK,2212.1521343,,,8344.68567177,389.20704233
BSU16940,recA,781.32332439,416.62686643,1811.01860601,1256.92828059,2682.06180021
BSU23120,resD,1172.31118194,305.71304482,319.16012034,3257.79001137,2809.98513906
BSU37080,rho,425.80569319,154.03946506,209.95511879,477.3717136,1221.38935978
BSU23280,ribD,336.90987948,,,,
BSU23250,ribH,1718.98558636,1623.9524414,1544.84050926,3129.15259625,8972.60478755
BSU16020,rimM,559.20336328,275.52246721,344.68118219,1086.17819798,1780.27378549
BSU14530,rnjA,4073.36410331,2868.47119748,3026.4713303,4927.87125675,10143.3455369
BSU16780,rnjB,1883.69776772,1201.41806009,1122.47599461,3208.45762217,6168.697649
BSU16960,rny,396.35703802,222.44390522,194.56371403,1385.75255227,1807.70255467
BSU40340,rocD,1231.7882899,336.79806102,223.21760032,113714.407404,5061.14877333
BSU16910,rodZ,377.67175573,72.84155056,140.34288868,497.47266607,1592.55361373
BSU14240,rok,970.68974604,783.12616051,635.93929279,1698.441422,2467.76039022
BSU28370,rph,728.68115592,273.95278837,325.23598449,1203.8772362,2494.66650456
BSU01030,rplA,1638.46285657,4265.25349318,5282.63444365,12476.9683066,42769.1693055
BSU01190,rplB,5122.96116365,6726.24682163,11261.1546673,15469.451037,30955.6759483
BSU01160,rplC,2103.4168862,4259.89427865,3952.53795034,7194.18337565,19698.1791322
BSU01170,rplD,392.52552994,3459.95791014,4734.49388636,10855.3252267,30612.6350708
BSU01280,rplE,9480.8007449,9542.00683275,11314.3138875,42326.47804,113954.204448
BSU01310,rplF,1065.09949459,2869.78700633,2798.13594794,8119.35580454,31707.7412398
BSU40500,rplI,948.42829327,1450.39025237,1905.69601537,2021.03620584,3408.48408401
BSU01040,rplJ,3756.23448626,1318.11358425,2520.26275223,7379.46332365,18480.7825081
BSU01020,rplK,2081.0846733,10714.5850833,11039.0162935,24960.9554399,55032.1823775
BSU01050,rplL,46214.7590012,24809.1671827,30746.7053073,142727.070912,202958.993672
BSU01490,rplM,2969.55242814,3013.60375693,6180.35355439,13678.7409295,41118.0983603
BSU01350,rplO,5201.49929018,7510.3942461,8545.30719324,8924.40806525,24718.0580029
BSU01440,rplQ,6370.92861591,4306.91022082,5817.54833648,18591.2167368,64246.2459789
BSU01320,rplR,1650.14566412,775.94467492,1958.11993329,2265.64427191,16119.4982066
BSU16040,rplS,3538.34270781,5514.77724357,10118.9896382,17838.7613384,52517.4668067
BSU28850,rplT,2076.71500331,3220.85694772,3818.32399322,8087.35721858,29850.7542758
BSU27960,rplU,4027.10371139,5040.70852187,5580.71325698,21010.4062422,46460.1050755
BSU27940,rpmA,1775.92116604,650.21592746,1190.25963371,1644.13933147,13477.2479997
BSU01240,rpmC,9339.64932348,10490.4017236,16370.3539977,41737.6181205,87047.0259363
BSU01340,rpmD,1343.14190367,1124.95744595,1734.4754188,1178.16850252,9895.95964128
BSU01430,rpoA,5593.05624096,3504.24270749,3549.88986181,11831.9367204,25646.5389925
BSU01070,rpoB,3936.99168748,3433.68528762,4105.85197623,10167.9694391,21229.0376763
BSU01080,rpoC,3755.95130991,2486.71353122,3102.59293893,8263.60824961,17105.3929869
BSU37160,rpoE,3461.24552817,965.00726367,884.51639324,3655.35502421,6025.67022006
BSU16490,rpsB,6107.89515709,6541.20700563,11568.9674673,34025.838084,98089.1362785
BSU01220,rpsC,4731.36860518,6672.60883353,12868.0633383,44601.003247,109999.453236
BSU29660,rpsD,11230.0447011,8007.72526385,14722.3028205,42285.4391162,93268.1558907
BSU01330,rpsE,9240.99791825,16019.4956087,23958.2727632,60379.2268117,102471.508931
BSU40910,rpsF,403.83899047,3468.95103645,10838.8564474,4038.69835504,23376.8372957
BSU01110,rpsG,17487.2842235,21377.1685863,25312.3037159,80860.065569,163614.658176
BSU01300,rpsH,3398.58090804,3771.56006881,7711.60796281,23833.3729809,61742.408117
BSU01500,rpsI,5312.19202951,3894.63062237,5705.76657423,14790.7905127,36641.055042
BSU01150,rpsJ,1955.77124453,8159.31285852,12857.8682619,13951.6660148,80152.0012716
BSU01420,rpsK,635.13532151,3469.18667969,5172.32886372,2629.93055881,11166.6214071
BSU01410,rpsM,5858.85705916,3781.57352041,5037.89427292,17816.0660879,40183.0170064
BSU16680,rpsO,2376.589685,1826.23799829,3629.5062316,10968.9364238,25895.9262183
BSU15990,rpsP,5372.54838015,10315.6045673,16319.9076368,30958.5874932,68845.3124326
BSU04670,rsbR,289.69438728,129.61207953,,481.22629285,539.56951313
BSU04710,rsbV,1444.84529175,516.36107211,545.76775214,1719.58722831,2493.86730745
BSU04720,rsbW,885.81215707,698.8176272,945.31493743,1277.4618366,1992.57539679
BSU01540,salA,1682.75324155,841.06436454,782.21404122,3168.28435343,2415.37476053
BSU15590,sat,6105.77438591,3105.20063373,7248.91745014,3779.83664768,6477.6345452
BSU09990,scoC,482.25010798,217.13016563,232.73714534,494.56821718,414.27344951
BSU23220,scpA,1622.73967353,572.68267863,479.70245511,1071.30661926,1593.98491011
BSU28440,sdhA,8656.71152119,1389.25789264,1413.63194601,14010.230889,3546.91711718
BSU28430,sdhB,3400.76340345,502.26736429,692.96671043,6745.89573565,2043.16795985
BSU33770,sdpC,802.34819985,81.19297566,165.77651974,,
BSU35300,secA,680.38934489,945.22108651,921.50223611,2829.01877697,4498.55323207
BSU27650,secDF,804.76568447,406.98827574,528.47898426,1675.92920572,2956.49148598
BSU23070,serA,7684.02762432,6335.66889931,14011.758765,12315.5266512,24975.4570164
BSU10020,serC,2052.5692961,2755.66402754,3114.56931667,5019.20972614,8040.6016726
BSU00130,serS,1084.44598947,760.11254853,1423.39306188,2963.19802029,5438.70517491
BSU25200,sigA,4687.811321,802.00017354,616.84843108,1810.83227578,2723.59002921
BSU00980,sigH,1088.90642849,,,447.05728539,
BSU24610,sinR,1447.25797426,698.86918374,293.41569501,425.17719688,638.4222369
BSU14410,sipT,194.0938948,45.10669671,,,918.73561038
BSU01920,skfB,1076.15602671,599.89880235,64.4827717,,
BSU01935,skfC,629.41272628,274.8838978,,,
BSU01970,skfG,830.3781599,1069.50912727,134.51212662,,
BSU25020,sodA,33942.5979928,5123.58390296,4181.17910301,25097.6570044,24725.0335946
BSU40970,soj,994.9617181,84.17017348,147.93931748,279.8766951,
BSU37500,speE,454.12090975,248.79041162,445.95422254,1353.85992249,5071.84819515
BSU37130,spo0F,1596.2655868,1508.48161579,725.80994419,749.77382767,537.7378444
BSU40960,spo0J,226.56814019,341.17309613,437.19059203,362.03454916,627.79682076
BSU08760,spo0M,1937.85050331,3617.50524744,1856.8723826,3057.19803697,5850.3391261
BSU23460,spoIIAB,681.80267151,139.72965117,,,
BSU41040,spoIIIJ,429.81951228,,348.47625173,1044.32759418,1483.60856185
BSU36550,spoIIQ,273.19192887,,,,
BSU22800,spoIVA,492.94068331,,,,
BSU00530,spoVC,230.25232321,181.43355842,169.3211749,552.5480652,1104.13505613
BSU00490,spoVG,3495.23344738,3774.71668017,2341.83790305,4628.85351676,2435.36200638
BSU28110,spoVID,461.63968634,,,,
BSU29530,sppA,1046.405981,144.84820735,88.11725915,714.36562397,1082.8668877
BSU03510,srfAC,2134.07065263,6137.20492048,7222.02815882,1910.93828403,3513.45887616
BSU09650,srtN,157.17347104,,,,
BSU40900,ssb,1768.73540414,279.13257324,359.51622444,2199.02770876,1822.42922891
BSU29570,sspA,6297.14466932,422.15779507,,620.78172666,
BSU09750,sspB,3839.07866529,,,1855.72730924,675.98549598
BSU19950,sspC,139.82758144,,,,
BSU13470,sspD,955.88827186,,,,
BSU08660,sspE,5033.39783281,72.7027319,,3063.02881308,
BSU32640,sspG,1345.61597919,,,,
BSU33340,sspJ,814.21864856,,,,
BSU16090,sucC,21652.4869133,7352.04879772,6071.23257929,44785.0009618,5677.67018527
BSU16100,sucD,11202.4336988,7489.11665966,5851.54314504,26678.1651011,4889.92210801
BSU21490,sunI,1018.65262036,429.02731671,707.77268647,2062.77069195,1643.29778992
BSU06710,swrC,2491.57324585,700.77109566,867.17998723,1282.30361406,2458.28641712
BSU35720,tagF,491.86308174,168.29789919,265.85234775,693.38470069,2536.71205516
BSU29380,tcyJ,548.74070128,,,,
BSU11650,tenA,1278.61694098,154.90996295,132.86503762,1963.84146205,2967.68654553
BSU27710,tgt,376.3439385,257.81126693,337.44528546,1005.4255019,1593.72072473
BSU08790,thiC,10688.615006,10886.4411619,7971.05395569,25260.1475162,33741.7828272
BSU11710,thiD,1446.31470666,1564.41769442,1405.87002101,4506.85271177,9534.27912354
BSU38290,thiE,406.43771301,261.85270448,157.01127723,653.09923597,788.38713149
BSU11700,thiF,375.59162421,322.75588865,265.19026677,789.54058396,2486.68377634
BSU11690,thiG,8013.49152478,8895.13423096,6267.47250912,19986.1123187,33530.1928936
BSU38300,thiM,615.68260321,149.92389861,,354.44650696,487.92881525
BSU11670,thiO,229.01441003,555.64997485,430.27273749,1224.01858213,2513.28628486
BSU11680,thiS,825.68568769,561.81203262,480.61215842,901.52473781,2020.83361887
BSU32250,thrC,3991.24979603,5810.2704999,6182.85244105,3216.08994686,8067.2924462
BSU28950,thrS,1002.51499826,797.8056757,1088.70093839,3009.18813566,5955.24233507
BSU28230,tig,27629.5384546,9317.9003976,17253.3422127,56291.0553647,101276.863386
BSU17890,tkt,8656.08044646,7856.36492955,7798.70985703,18478.4446731,25364.2094987
BSU13310,tnrA,458.38324577,,,,
BSU16120,topA,355.12713217,323.64830848,510.6521004,1122.55553714,1852.47444928
BSU04260,topB,222.04224823,144.30509351,168.06008597,452.05854767,1876.99974214
BSU33920,tpi,2100.78900605,4265.31401473,6903.07836614,5060.81423078,28340.849365
BSU29490,tpx,8246.61150124,9315.1346233,6096.61274652,12272.7225379,18990.6601365
BSU07820,treR,297.19973082,,,,
BSU16130,trmFO,167.41448563,457.9706622,744.24458679,1069.33901909,3119.743312
BSU22640,trpB,154.47223849,331.35006115,788.39814142,2323.10980254,4585.63275994
BSU11420,trpS,697.31706868,347.95815653,293.18360866,1221.37055025,3063.18785732
BSU28500,trxA,14501.187863,7758.20103159,9076.9096753,15380.6541457,22973.1958367
BSU34790,trxB,1066.43415632,434.47995099,360.14268095,1246.4191761,2200.88634265
BSU16500,tsf,16314.5892529,15126.2746247,19255.0208409,53572.9011351,95870.2774881
BSU01130,tufA,78472.6506465,59691.0481351,91043.696558,237848.24481,485915.157523
BSU29670,tyrS,1106.47899505,847.80617784,1527.33919721,3405.91645889,7267.78130596
BSU36890,upp,3472.20355575,2453.97180246,2585.74094817,6639.86004856,13871.5960187
BSU28090,valS,1104.08299405,1168.90093028,1481.79809611,3551.69932678,7551.92109381
BSU10770,wprA,2619.70763715,223.9797159,306.72959542,2051.82371094,1829.20280529
BSU22070,xpt,1278.7245744,2788.65754468,3855.08421073,5193.80144752,13241.7338039
BSU12510,xre,333.81432577,,,,
BSU00200,yaaK,2569.63823126,2175.21492568,1286.28106137,3354.88683445,5246.94277255
BSU00260,yaaN,273.57625753,96.55959804,42.02898083,,
BSU00330,yabA,452.8881319,,,198.53615554,
BSU00590,yabO,1446.80587805,657.70181815,500.1472438,1431.40322788,2067.27725802
BSU01760,ybbR,196.33538599,60.24302289,205.7549509,137.76193661,266.26584381
BSU02330,ybfQ,389.34559431,350.7893388,386.23005999,917.11373048,2910.50000288
BSU02410,ybgG,518.30141588,176.52035869,248.96043011,298.93460884,579.88005651
BSU02110,ybyB,669.70143739,,,,
BSU02780,ycdA,1306.17122418,172.88044807,187.47453166,2288.84851705,4191.51149921
BSU02890,yceC,1717.54220998,698.87570706,760.59886615,709.05322946,1637.54363413
BSU02900,yceD,6343.32696184,831.78270097,648.67197182,3548.24700509,2080.30806553
BSU02910,yceE,1148.56441263,57.31354078,18.88419556,241.82137554,634.63041324
BSU02940,yceH,1433.53202063,1413.9018276,1241.0134205,2750.60628907,5517.62491662
BSU03210,ycgN,753.47939512,90.17429552,143.34837501,36819.0075713,2642.21616992
BSU03270,ycgT,593.96563806,1152.24518352,572.67521147,572.09781866,698.40723946
BSU03660,yclE,479.1930926,,,,
BSU03790,yclM,462.11891327,78.09495373,357.36762641,,
BSU03830,yclQ,1414.97659663,991.2633342,1254.30161497,3622.90808368,4287.75231557
BSU03860,ycnD,291.47807835,205.74723855,116.21199242,612.86219006,524.3447608
BSU03870,ycnE,1191.19878694,420.38515433,391.0803625,858.76285103,1069.3255788
BSU03940,ycnI,563.38029777,397.82715246,462.11936723,1926.86077051,2882.39423942
BSU04040,ycsE,982.83661861,493.65905685,807.73264024,1644.51841065,3188.33119977
BSU04130,yczJ,479.70584488,,195.47283693,357.22920388,
BSU04340,ydaP,338.76005109,,84.30640808,,
BSU04430,ydbD,1122.37832214,,,,
BSU04550,ydbP,1771.70212009,299.17407198,343.40138143,1205.00920188,2280.73376015
BSU04780,ydcI,204.27853534,117.37565159,166.05934317,495.38600822,720.75603688
BSU04990,yddJ,726.58474246,,,,
BSU05000,yddK,599.30862229,206.91708444,292.83489927,669.08409486,1882.97087437
BSU05220,ydeJ,234.51607367,52.68554625,,168.03143896,86.32570633
BSU05660,ydgI,167.86792427,129.22579831,116.33685245,397.26609988,749.99791826
BSU05790,ydhK,945.32748823,,,,
BSU06090,ydiR,227.26731243,112.22320438,223.99140298,542.41801444,521.90359234
BSU06210,ydjI,253.09085325,317.75634539,207.68955504,201.50123737,619.19158247
BSU06840,yeeI,1789.89065534,170.97836359,210.9459522,1148.14852602,3856.88842614
BSU06920,yesJ,516.61742131,,71.82344476,,
BSU07250,yetO,683.17597371,287.31449706,290.67798874,1371.63064222,
BSU06811,yezG,295.14042572,222.58438816,119.22031759,143.33292734,644.12868433
BSU08470,yfhB,919.2599777,296.92543522,337.9929059,235.74204501,
BSU08480,yfhC,3582.18912809,1933.81809667,2185.75056169,2455.15481758,3895.30337576
BSU08590,yfhM,549.75688141,194.06323222,233.39024307,,
BSU08370,yfiR,304.99755831,188.68239338,129.61136472,315.28065403,555.72939032
BSU08440,yfiY,2347.90547749,1514.02002082,1758.61694371,4044.4349035,5771.0903341
BSU07970,yfjT,332.42885323,,222.51665528,,958.91632568
BSU07870,yfkK,2053.23171496,637.09480063,1081.35098721,1964.0010447,2342.92694184
BSU07850,yfkM,1812.18993624,,,943.09435813,
BSU07690,yflG,302.42730695,209.67867512,226.36087293,440.95443984,1701.11783886
BSU07550,yflT,1244.52692173,47.22214497,,,
BSU07520,yfmC,617.72353705,378.67557178,682.75735353,1114.69233853,3042.822413
BSU07480,yfmG,1313.04617779,1894.03784863,952.54661519,,
BSU07450,yfmJ,2110.93742209,296.00458516,197.67027554,436.05071364,
BSU07360,yfmS,3086.65217686,1584.72088367,1315.84572877,4046.81389981,4999.39407255
BSU07350,yfmT,2685.82010581,1337.90871833,1591.00357341,4773.94165288,4743.47777825
BSU08800,ygaK,219.44194548,,,,
BSU10070,yhaA,2014.4673519,1099.78629271,641.98309064,598.19290508,
BSU10000,yhaH,2041.86913438,268.4617251,393.26187556,656.51437944,709.40701289
BSU09930,yhaM,924.82734446,292.06189174,281.22626399,948.17220042,1336.80615295
BSU09150,yhcN,973.36028629,,,,
BSU09180,yhcQ,821.17152024,,,168.25729012,
BSU09340,yhdA,743.82460155,453.53821955,178.04627627,,488.73064706
BSU09450,yhdF,174.57697443,,,,
BSU09460,yhdG,1300.29086449,,,,
BSU09530,yhdN,2002.81624608,180.1638981,116.77296102,,1110.28947887
BSU09570,yhdR,634.66096828,807.15152616,1038.0738413,981.94052622,2020.85605542
BSU09620,yhdW,285.26082802,,,,
BSU09800,yheA,2568.63974688,1147.65167594,1906.05787547,7716.19072576,10321.2372391
BSU10260,yhfK,779.78152567,486.61876498,365.94690787,883.6110242,1501.69132738
BSU10320,yhfP,500.04323813,130.33207282,114.29967939,150.59618527,291.37484077
BSU10330,yhfQ,944.21269709,524.61667949,744.22483915,2203.46493227,2628.54318347
BSU10340,yhfR,1909.84345105,240.576253,368.59616306,1151.28698333,2477.35012262
BSU09260,yhxA,1168.51870337,538.18509504,212.08309272,599.1068704,
BSU10430,yhxD,1288.52925798,,96.95335928,,
BSU10750,yisK,286.27766943,132.31651242,,284.64622052,
BSU11020,yitK,673.11284554,750.68537458,715.86907461,998.4462916,1103.4220414
BSU11140,yitU,284.56240089,,,,
BSU11160,yitW,1768.49119117,,1312.48600983,,2351.99395371
BSU11490,yjbC,296.45890103,76.01655222,,,
BSU11590,yjbL,346.76906217,,53.7284612,,268.61187192
BSU11600,yjbM,378.18353829,168.90433526,87.14437556,,
BSU11850,yjcG,3742.95866913,2548.86188209,1824.13847299,1704.09169839,936.50661091
BSU11950,yjcQ,2598.06753402,755.78655679,211.00935799,,1051.05613255
BSU12190,yjhB,243.14218063,,,,
BSU12230,yjjA,561.40037501,139.77782843,166.9410616,514.07593624,792.69251615
BSU12270,yjlB,419.47442115,,,,
BSU12280,yjlC,6363.61364537,3282.26723325,4339.17134129,12440.697452,26501.3240348
BSU12410,yjoA,775.38772263,898.17076324,1162.50112701,2052.51264304,2362.98665128
BSU12850,ykaA,686.53405747,668.100766,767.39625211,3360.41105276,7411.65992434
BSU12980,ykfB,350.53815812,,,,
BSU13000,ykfD,914.44369739,,,,
BSU13010,ykgB,5251.58917671,2627.76753086,2409.41597994,7743.05321925,5665.13093328
BSU14340,yknW,2356.77976497,1416.39242851,964.96550741,825.9568404,2820.75177616
BSU14350,yknX,982.93955281,617.60574043,527.51102952,241.67931945,1002.29823822
BSU14430,ykpA,493.73347979,507.53000164,835.95115006,2036.87147605,6140.37669045
BSU14440,ykpB,648.62272458,181.74584525,173.17748928,396.56557006,561.09747544
BSU14550,ykrA,745.73228448,239.64368932,242.65128137,1434.26602287,961.08800947
BSU13490,ykrL,552.538047,368.88713571,,1483.26690857,1811.47783719
BSU14670,yktC,582.0843074,191.27297873,327.34934669,415.26616191,442.36054492
BSU14100,ykuJ,1341.46616183,1011.31123298,1663.10496829,2822.14614171,6885.00373088
BSU14170,ykuP,3071.46471288,4675.11905537,1893.32335129,1155.88243158,1240.18631193
BSU14180,ykuQ,2645.15183089,3224.15670301,4375.24511845,9396.5002146,27209.3152839
BSU14200,ykuS,1377.29916881,,,,
BSU13810,ykvS,1820.8836504,643.69427571,381.13848001,1853.52570054,
BSU13960,ykwC,3672.21707334,7714.71374017,6428.29233447,3612.68123341,8154.03170637
BSU14540,ykzG,1050.46117015,442.50387364,247.04836901,,1668.28532714
BSU14770,ylaG,472.65115894,673.73820567,1452.47922273,2829.5186795,8862.51574444
BSU14820,ylaL,770.00940254,380.15114557,77.48449696,,
BSU14940,ylbA,1649.02503803,755.80225132,413.58860955,1681.02999219,270.9753179
BSU15070,ylbN,701.51656803,423.93702584,363.86215734,1069.1183842,2316.83755423
BSU15100,ylbP,695.61877557,259.19247074,,,
BSU15120,yllA,368.45156593,212.45380245,263.91030605,717.04764357,770.33327931
BSU15350,ylmB,425.01032529,695.12365533,269.76536551,538.89466106,922.55742874
BSU15620,ylnE,416.93236313,191.94474175,509.96616138,542.17050214,1067.47434514
BSU15690,yloH,666.1931883,485.53520443,838.98438968,757.76097283,2170.81620348
BSU15840,yloV,1194.69939872,520.45801883,513.26887103,2432.42736437,3656.10582718
BSU17020,ymcA,483.21218942,160.17094738,107.43772652,415.45054694,1070.0318208
BSU16970,ymdB,252.12024153,57.36417431,127.06851033,236.93709933,819.48432621
BSU16845,ymfF,966.72051558,302.95991671,141.59454543,342.91279693,689.45303822
BSU16860,ymfH,576.98808015,506.79108007,298.60356306,492.58931309,787.07094437
BSU16880,ymfJ,624.492995,,,,
BSU17660,yncF,307.75262793,219.09545498,121.24524242,143.81762301,
BSU17730,yndB,836.05834972,1029.3144266,545.60363015,1875.64273792,3159.33123343
BSU17910,yneF,1188.86327028,754.81953197,713.10518177,3409.90612169,6061.46562614
BSU18060,yneR,327.30705767,,,,
BSU18080,yneT,3938.70443667,1491.1859568,1088.04458747,1111.65400545,1557.59501917
BSU18630,yoaJ,5907.95245798,,,,
BSU18720,yoaR,4239.2110173,,,,
BSU19240,yocK,305.63213182,,68.34564586,123.08266829,275.15529208
BSU19540,yodB,391.1349767,159.8227544,119.87121564,,
BSU19550,yodC,1308.76111741,2679.96704081,1596.93973861,1791.83404618,2617.44720462
BSU18390,yoeC,295.80162271,270.95768461,,,101.5129796
BSU21600,yokG,2812.48473904,1771.46348399,2133.44330968,1962.82250525,2626.5127368
BSU21570,yokJ,281.4850973,399.82956236,217.90857498,,360.13562981
BSU21080,yonI,225.58331813,138.59938571,129.07436963,145.27366039,282.48612661
BSU21010,yonS,697.14432489,143.33288972,140.66239363,,419.02424358
BSU20990,yonU,154.95893004,,,,
BSU20800,yopQ,428.89530191,178.65046526,86.55416316,,272.86477841
BSU20420,yorD,6073.54612572,1067.17966852,667.75830618,459.43296614,871.9867983
BSU20400,yorF,395.07756201,,,,
BSU18500,yoxD,580.41814151,451.98852638,670.16496962,1887.21054585,5109.9463472
BSU19290,yozO,683.33832535,191.89261088,168.87048206,378.23747883,650.09945011
BSU22880,ypfD,23880.6195404,13624.9299611,11331.057744,30463.7175225,24031.1431989
BSU21880,ypgR,1005.17094116,688.80708752,696.27937305,989.22947389,2110.67699167
BSU22810,yphF,367.59128137,177.44034299,179.17211917,,
BSU21860,yphP,368.16955435,729.68384708,1074.93327602,1648.96563835,4353.55458716
BSU22570,ypiF,353.12589542,57.39593669,,106.90060385,
BSU21700,ypoP,481.09907869,249.44794882,223.15034888,439.43124689,1229.93222034
BSU22230,ypqE,1506.61026871,608.452151,805.1233943,1331.33636401,1826.37675696
BSU22080,ypwA,846.65916408,553.75909537,501.49684328,1503.54179765,1165.13700565
BSU26230,yqaP,4627.50491691,2899.61304771,2018.30366285,1739.61121058,3646.6946798
BSU25940,yqcD,318.9930877,,,,
BSU25870,yqcF,1658.18985317,285.5695389,310.44085807,528.40997816,1248.8108157
BSU25630,yqeK,559.67946392,,42.6626554,672.53009641,721.22895814
BSU25620,yqeL,1154.19349442,238.46261618,359.12331585,781.08559824,3327.57037776
BSU25400,yqeY,924.1233156,473.02020369,478.40447258,841.24186724,1825.31930739
BSU25380,yqfA,5362.03552513,3975.31197891,2367.04151744,3634.64573226,7473.58955609
BSU25240,yqfL,393.68971119,154.85444212,351.49188474,665.90829521,1196.88908376
BSU25170,yqfO,976.52475035,276.15745453,219.34672584,457.97961624,571.64270803
BSU25080,yqfX,403.13240504,,,,
BSU24540,yqhL,261.27179211,328.57496691,497.81845764,2155.3947941,3262.1987701
BSU24460,yqhT,1165.12930372,484.31417452,300.28092507,870.80914209,452.15176823
BSU24290,yqiC,547.74931139,133.31536613,283.15783573,799.52140808,2236.2363089
BSU23990,yqiW,1698.9863898,1120.23589587,883.84022071,1039.29858225,1386.78261606
BSU23910,yqjE,1623.1273601,1814.53737149,1336.11871846,3547.160577,5705.73372081
BSU23810,yqjN,379.78988337,91.05547428,,,
BSU23620,yqkF,1377.9760459,522.54585055,437.37838441,765.91233177,741.21344657
BSU24940,yqzC,354.91300176,147.58747565,231.80113638,673.0698772,1306.04649438
BSU27020,yraA,1106.34561111,1005.51873195,577.13249561,870.6735357,1247.43549111
BSU27700,yrbF,1193.90830887,,,,
BSU26760,yrdC,479.78185668,476.18951253,377.465675,1173.58374199,
BSU26470,yrkL,781.6023716,408.00909323,,,
BSU27490,yrrB,149.32705716,,88.66097887,221.56580163,613.05832186
BSU27300,yrrS,851.39269413,132.47662279,159.75705336,,1175.30908433
BSU28940,ysaA,556.25817178,580.10383449,1009.0930192,1186.50960569,1694.41752467
BSU28890,yscB,427.42080257,,198.20017295,59.06886207,
